source_id,name,country,country_code,state_province,state_code,city,description,spot_types,category_raw,subcategory_raw,travel_info,latitude,longitude,altitude,display_order,unesco,best_season,image_folder,image_1,image_2,image_3
AU-NORTHERN-TERRITORY-003,Kakadu National Park,Australia,AU,Northern Territory,,Darwin,"Kakadu is Australia’s largest national park, featuring wetlands, waterfalls, wildlife, and thousands of years of Aboriginal cultural heritage.",Wildlife spots|Natural spots,National Park,"Wetlands, Wildlife, Aboriginal Heritage",Drivable,-13.033,132.433,30,0,Yes,May–Sep,images/AU-NORTHERN-TERRITORY-003,,,
AU-WESTERN-AUSTRALIA-001,Rottnest Island,Australia,AU,Western Australia,,Perth,"Rottnest Island is famous for pristine beaches, cycling trails, and quokkas, friendly native marsupials found only in Western Australia.",Beach spots|Wildlife spots,Island,"Beach, Wildlife",Flight Required,-32,115.517,20,0,No,Sep–Apr,images/AU-WESTERN-AUSTRALIA-001,,,
AU-WESTERN-AUSTRALIA-002,Lucky Bay,Australia,AU,Western Australia,,Esperance,"Lucky Bay is known for its incredibly white sand, turquoise water, and kangaroos resting on the beach. It is one of Australia’s most scenic coastal locations.",Beach spots|Wildlife spots,Beach,"White Sand, Wildlife",Drivable,-33.821,121.94,6,0,No,Nov–Apr,images/AU-WESTERN-AUSTRALIA-002,,,
AU-WESTERN-AUSTRALIA-003,Bungle Bungle Range,Australia,AU,Western Australia,,Kimberley,"The Bungle Bungle Range features unique orange-and-black striped sandstone domes. Located in Purnululu National Park, it is one of Australia’s most spectacular geological wonders.",Natural spots,Natural Wonder,"Rock Formation, Desert",Drivable,-17.483,128.483,578,0,Yes,May–Sep,images/AU-WESTERN-AUSTRALIA-003,,,
AU-TASMANIA-001,Port Arthur Historic Site,Australia,AU,Tasmania,,Hobart,"Port Arthur is a preserved former convict settlement that tells the story of Australia’s colonial history. It contains historic buildings, ruins, and museums.",Historical spots,Historic Site,Convict Heritage,Drivable,-43.158,147.851,15,0,Yes,Year-round,images/AU-TASMANIA-001,,,
AU-TASMANIA-002,Cradle Mountain-Lake St Clair National Park,Australia,AU,Tasmania,,Cradle Mountain,"This wilderness area features alpine mountains, ancient forests, and beautiful lakes. It is one of Australia’s premier hiking destinations.",Natural spots,National Park,"Mountain, Lake, Forest",Drivable,-41.583,145.95,900,0,Yes,Dec–Mar,images/AU-TASMANIA-002,,,
AU-SOUTH-AUSTRALIA-001,Kangaroo Island,Australia,AU,South Australia,,Adelaide,"Kangaroo Island offers dramatic coastlines, beaches, forests, and abundant wildlife including kangaroos, seals, and koalas.",Beach spots|Wildlife spots|Natural spots,Island,"Wildlife, Coast",Flight Required,-35.833,137.217,50,0,No,Sep–Apr,images/AU-SOUTH-AUSTRALIA-001,,,
AU-SOUTH-AUSTRALIA-002,Wilpena Pound,Australia,AU,South Australia,,Flinders Ranges,"Wilpena Pound is a massive natural amphitheatre surrounded by ancient mountains. It offers hiking, scenic flights, and views of Australia’s outback landscape.",Natural spots,Mountain,"Valley, Outback",Drivable,-31.526,138.606,535,0,No,Mar–Oct,images/AU-SOUTH-AUSTRALIA-002,,,
AU-AUSTRALIAN-CAPITAL-TERRI-001,Australian War Memorial,Australia,AU,Australian Capital Territory,,Canberra,"The Australian War Memorial combines museum galleries, memorial spaces, and historical collections documenting Australia’s military history.",Historical spots,Monument,"Museum, Heritage",Walkable,-35.281,149.149,593,0,No,Year-round,images/AU-AUSTRALIAN-CAPITAL-TERRI-001,,,
AU-AUSTRALIAN-CAPITAL-TERRI-002,Parliament House,Australia,AU,Australian Capital Territory,,Canberra,Australia’s Parliament House is an impressive modern architectural landmark built into Capital Hill. Visitors can explore its public areas and exhibitions.,Historical spots,Monument,Government Building,Drivable,-35.308,149.125,605,0,No,Year-round,images/AU-AUSTRALIAN-CAPITAL-TERRI-002,,,
AT-VIENNA-001,Schönbrunn Palace,Austria,AT,Vienna,,Vienna,"Schönbrunn Palace is Austria’s most famous imperial residence and former summer home of the Habsburg rulers. Its grand rooms, gardens, fountains, and Gloriette viewpoint make it one of Europe’s finest cultural attractions.",Historical spots,Monument,"Palace, Royal Heritage",Walkable,48.185,16.312,192,0,Yes,Apr–Oct,images/AT-VIENNA-001,,,
AT-VIENNA-002,Historic Centre of Vienna,Austria,AT,Vienna,,Vienna,"Vienna’s historic centre features imperial palaces, Gothic churches, museums, and elegant streets shaped by centuries of European history. It is a major destination for art, music, and architecture lovers.",Historical spots|Cultural spots,Historic City,"Architecture, Culture",Drivable,48.208,16.373,171,0,Yes,Year-round,images/AT-VIENNA-002,,,
AT-VIENNA-003,St. Stephen’s Cathedral,Austria,AT,Vienna,,Vienna,"St. Stephen’s Cathedral is Vienna’s most recognisable landmark, known for its colourful tiled roof, Gothic towers, and historic interiors. Visitors can climb the tower for city views.",Historical spots,Monument,Gothic Cathedral,Drivable,48.208,16.373,192,0,No,Year-round,images/AT-VIENNA-003,,,
AT-VIENNA-004,Belvedere Palace,Austria,AT,Vienna,,Vienna,"The Belvedere is a magnificent Baroque palace complex housing important Austrian artworks, including Gustav Klimt’s famous painting “The Kiss.” Its gardens provide beautiful city views.",Historical spots|Cultural spots,Monument,"Palace, Art Museum",Walkable,48.191,16.38,194,0,No,Year-round,images/AT-VIENNA-004,,,
AT-VIENNA-005,Prater Park & Giant Ferris Wheel,Austria,AT,Vienna,,Vienna,"Vienna’s Prater is a historic amusement park famous for its giant Ferris wheel. It combines recreation, green spaces, and panoramic views of the city.",Cultural spots|Natural spots,Park,"Entertainment, Viewpoint",Drivable,48.217,16.395,165,0,No,Mar–Oct,images/AT-VIENNA-005,,,
AT-SALZBURG-001,Historic Centre of Salzburg,Austria,AT,Salzburg,,Salzburg,"Salzburg is the birthplace of Mozart and one of Europe’s most beautiful historic cities. Its baroque buildings, churches, and Alpine surroundings attract millions of visitors.",Historical spots|Cultural spots,Historic City,"Culture, Architecture",Drivable,47.8,13.044,419,0,Yes,Apr–Oct,images/AT-SALZBURG-001,,,
AT-SALZBURG-002,Hohensalzburg Fortress,Austria,AT,Salzburg,,Salzburg,"Built on a hill above Salzburg, this medieval fortress is one of Europe’s best-preserved castles. It offers spectacular views of the city and surrounding Alps.",Historical spots|Natural spots,Monument,"Castle, Viewpoint",Drivable,47.795,13.048,480,0,No,Apr–Oct,images/AT-SALZBURG-002,,,
AT-SALZBURG-003,Mirabell Palace and Gardens,Austria,AT,Salzburg,,Salzburg,"Mirabell Gardens are famous for their geometric flower beds, fountains, statues, and views toward Hohensalzburg Fortress. The palace is an important Baroque landmark.",Historical spots|Cultural spots|Natural spots,Garden,"Palace, Park",Walkable,47.805,13.042,424,0,No,Apr–Oct,images/AT-SALZBURG-003,,,
AT-TYROL-001,Innsbruck Old Town,Austria,AT,Tyrol,,Innsbruck,"Innsbruck’s old town combines medieval streets, colourful buildings, and mountain scenery. It is one of Austria’s best destinations for culture and outdoor activities.",Historical spots|Cultural spots,Historic City,Alpine Architecture,Drivable,47.269,11.394,574,0,No,Year-round,images/AT-TYROL-001,,,
AT-TYROL-002,Nordkette Mountain Range,Austria,AT,Tyrol,,Innsbruck,"Nordkette rises directly above Innsbruck and offers hiking, skiing, and breathtaking views of the Alps. The cable car provides quick access to high mountain landscapes.",Natural spots,Mountain,"Cable Car, Hiking",Drivable,47.317,11.383,2334,0,No,Jun–Sep / Dec–Mar,images/AT-TYROL-002,,,
AT-TYROL-003,Hallstatt Village,Austria,AT,Tyrol,,Hallstatt,"Hallstatt is a picturesque lakeside village surrounded by mountains and known for its traditional houses, salt history, and stunning scenery. It is one of Austria’s most photographed places.",Historical spots|Cultural spots|Natural spots,Historic Village,"Lake, Mountains",Drivable,47.562,13.649,542,0,Yes,Apr–Oct,images/AT-TYROL-003,,,
AT-UPPER-AUSTRIA-001,Lake Wolfgang (Wolfgangsee),Austria,AT,Upper Austria,,Salzkammergut,"Lake Wolfgang is a beautiful Alpine lake surrounded by villages, forests, and mountains. It is popular for boating, hiking, and scenic relaxation.",Natural spots,Lake,Mountain Lake,Drivable,47.746,13.403,538,0,No,May–Sep,images/AT-UPPER-AUSTRIA-001,,,
AT-UPPER-AUSTRIA-002,Dachstein Ice Cave,Austria,AT,Upper Austria,,Salzkammergut,"Located in the Dachstein mountains, this ice cave features frozen formations, tunnels, and spectacular underground landscapes. It is one of Austria’s most unique natural attractions.",Adventure spots|Natural spots,Cave,"Glacier Cave, Mountain",Drivable,47.517,13.617,2100,0,No,May–Oct,images/AT-UPPER-AUSTRIA-002,,,
AT-STYRIA-001,Graz Historic Centre,Austria,AT,Styria,,Graz,"Graz combines medieval architecture with modern cultural attractions. Its old town, museums, and famous Schlossberg hill make it Austria’s second-largest cultural centre.",Historical spots|Cultural spots,Historic City,"Architecture, Culture",Drivable,47.07,15.431,358,0,Yes,Year-round,images/AT-STYRIA-001,,,
AT-STYRIA-002,Schlossberg Hill,Austria,AT,Styria,,Graz,"Schlossberg is a hill in the centre of Graz featuring a historic clock tower, gardens, and panoramic views over the city.",Natural spots,Mountain,"Viewpoint, Fortress",Drivable,47.075,15.437,437,0,No,Year-round,images/AT-STYRIA-002,,,
AT-CARINTHIA-001,Grossglockner High Alpine Road,Austria,AT,Carinthia,,Heiligenblut,"This spectacular mountain road crosses the Austrian Alps with views of glaciers, valleys, and Austria’s highest peak, Grossglockner. It is one of Europe’s most scenic drives.",Adventure spots|Natural spots,Scenic Drive,Mountain Road,Drivable,47.083,12.842,2500,0,No,May–Oct,images/AT-CARINTHIA-001,,,
AT-CARINTHIA-002,Hohe Tauern National Park,Austria,AT,Carinthia,,Hohe Tauern,"Hohe Tauern National Park is Austria's largest national park, protecting glaciers, alpine meadows, and high peaks in the Central Eastern Alps.",Wildlife spots|Adventure spots|Natural spots,National Park,"Mountains, Glacier, Wildlife",Drivable,47.083,12.842,2500,0,No,May–Oct,images/AT-CARINTHIA-002,,,
AZ-BAKU-001,Baku Old City (Icherisheher),Azerbaijan,AZ,Baku,,Baku,"Icherisheher is the ancient heart of Baku, surrounded by historic walls and filled with medieval streets, mosques, palaces, and traditional buildings. It represents Azerbaijan’s rich cultural heritage.",Historical spots|Cultural spots,Historic City,"Fortress, Architecture",Drivable,40.366,49.835,28,0,Yes,"Apr–Jun, Sep–Oct",images/AZ-BAKU-001,,,
AZ-BAKU-002,Maiden Tower,Azerbaijan,AZ,Baku,,Baku,"The Maiden Tower is one of Azerbaijan’s most iconic landmarks, dating back centuries with mysterious origins. Its rooftop offers panoramic views of Baku and the Caspian Sea.",Historical spots,Monument,Historic Tower,Drivable,40.366,49.837,-7,0,Yes,Apr–Oct,images/AZ-BAKU-002,,,
AZ-BAKU-003,Palace of the Shirvanshahs,Azerbaijan,AZ,Baku,,Baku,"This 15th-century royal complex was the residence of the Shirvanshah rulers. It includes a palace, mosque, tombs, and architectural details reflecting medieval Azerbaijani culture.",Historical spots,Monument,"Palace, Museum",Walkable,40.366,49.833,12,0,Yes,Apr–Oct,images/AZ-BAKU-003,,,
AZ-BAKU-004,Flame Towers,Azerbaijan,AZ,Baku,,Baku,"The Flame Towers are Baku’s most recognisable modern structures, inspired by Azerbaijan’s ancient fire symbolism. Their illuminated displays dominate the city skyline at night.",Historical spots|Cultural spots,Monument,Modern Architecture,Drivable,40.36,49.826,79,0,No,Year-round,images/AZ-BAKU-004,,,
AZ-BAKU-005,Heydar Aliyev Centre,Azerbaijan,AZ,Baku,,Baku,"Designed by architect Zaha Hadid, the Heydar Aliyev Centre is famous for its flowing curved design. It hosts exhibitions, cultural events, and art displays.",Historical spots|Cultural spots,Monument,Modern Architecture,Drivable,40.395,49.867,50,0,No,Year-round,images/AZ-BAKU-005,,,
AZ-BAKU-006,Yanar Dag (Burning Mountain),Azerbaijan,AZ,Baku,,Absheron Peninsula,Yanar Dag is a natural gas fire that has burned continuously on a hillside for decades. It reflects Azerbaijan’s historic connection with fire and is known as the “Land of Fire.”,Natural spots,Natural Wonder,"Fire, Geological Site",Drivable,40.467,49.883,30,0,No,Year-round,images/AZ-BAKU-006,,,
AZ-BAKU-007,Ateshgah Fire Temple,Azerbaijan,AZ,Baku,,Surakhani,Ateshgah is an ancient fire temple associated with Zoroastrian and Hindu traditions. The restored complex provides insight into Azerbaijan’s historical religious connections.,Religious/spiritual spots|Historical spots,Monument,Religious Heritage,Drivable,40.417,49.883,30,0,No,Apr–Oct,images/AZ-BAKU-007,,,
AZ-GOBUSTAN-DISTRICT-001,Gobustan Rock Art Cultural Landscape,Azerbaijan,AZ,Gobustan District,,Gobustan,"Gobustan contains thousands of ancient rock carvings showing prehistoric human life, hunting scenes, and rituals. The area also features unique mud volcano landscapes.",Historical spots,Archaeological Site,"Petroglyphs, Mud Volcanoes",Drivable,40.117,49.383,200,0,Yes,Apr–Oct,images/AZ-GOBUSTAN-DISTRICT-001,,,
AZ-GOBUSTAN-DISTRICT-002,Gobustan Mud Volcanoes,Azerbaijan,AZ,Gobustan District,,Gobustan,Azerbaijan has one of the world’s highest concentrations of mud volcanoes. These unusual formations create a strange and fascinating landscape near the Caspian coast.,Adventure spots|Natural spots,Natural Wonder,"Volcano, Geological",Drivable,40.183,49.25,150,0,No,Apr–Oct,images/AZ-GOBUSTAN-DISTRICT-002,,,
AZ-ABSHERON-PENINSULA-001,Mardakan Castle,Azerbaijan,AZ,Absheron Peninsula,,Mardakan,Mardakan Castle is a medieval defensive structure built during the Shirvanshah period. Its towers and walls reflect Azerbaijan’s historic military architecture.,Historical spots,Monument,Fortress,Drivable,40.492,50.141,1,0,No,Apr–Oct,images/AZ-ABSHERON-PENINSULA-001,,,
AZ-QUBA-DISTRICT-001,Qechresh Forest,Azerbaijan,AZ,Quba District,,Quba,"Qechresh Forest is a scenic woodland area near Quba known for rivers, fresh air, and mountain landscapes. It is popular for picnics and nature escapes.",Natural spots,Forest,"Nature, Recreation",Drivable,41.367,48.517,600,0,No,May–Sep,images/AZ-QUBA-DISTRICT-001,,,
AZ-QUBA-DISTRICT-002,Khinaliq Village,Azerbaijan,AZ,Quba District,,Khinaliq,"Khinaliq is one of the highest and most remote villages in the Caucasus. It is famous for traditional stone houses, unique culture, and dramatic mountain scenery.",Cultural spots|Natural spots,Mountain Village,"Culture, Mountains",Drivable,41.183,48.133,2350,0,No,May–Sep,images/AZ-QUBA-DISTRICT-002,,,
AZ-QUBA-DISTRICT-003,Shahdag National Park,Azerbaijan,AZ,Quba District,,Khinaliq,"Shahdag National Park protects alpine ecosystems, forests, and wildlife habitats. It offers hiking, mountain activities, and spectacular views of the Greater Caucasus.",Wildlife spots|Natural spots,National Park,"Mountains, Wildlife",Drivable,41.317,48.133,2800,0,No,May–Oct,images/AZ-QUBA-DISTRICT-003,,,
AZ-QUSAR-DISTRICT-001,Shahdag Mountain Resort,Azerbaijan,AZ,Qusar District,,Qusar,"Shahdag is Azerbaijan’s premier mountain resort offering skiing, cable cars, hiking, and adventure activities. The surrounding Caucasus scenery attracts visitors throughout the year.",Adventure spots|Natural spots,Mountain,"Ski Resort, Adventure",Drivable,41.313,48.142,1624,0,No,Dec–Mar / Jun–Sep,images/AZ-QUSAR-DISTRICT-001,,,
AZ-GABALA-DISTRICT-001,Tufandag Mountain Resort,Azerbaijan,AZ,Gabala District,,Gabala,Tufandag provides year-round mountain recreation with skiing in winter and hiking during summer. Cable cars offer views over forests and valleys.,Adventure spots|Natural spots,Mountain,"Ski Resort, Cable Car",Drivable,41.006,47.88,960,0,No,Dec–Mar / Jun–Sep,images/AZ-GABALA-DISTRICT-001,,,
AZ-GABALA-DISTRICT-002,Nohur Lake,Azerbaijan,AZ,Gabala District,,Gabala,"Nohur Lake is surrounded by forests and mountains, creating a peaceful natural setting. It is popular for boating, photography, and relaxation.",Natural spots,Lake,Mountain Lake,Drivable,40.983,47.883,900,0,No,May–Oct,images/AZ-GABALA-DISTRICT-002,,,
AZ-SHEKI-DISTRICT-001,Historic Centre of Sheki,Azerbaijan,AZ,Sheki District,,Sheki,"Sheki is famous for traditional architecture, silk heritage, and mountain scenery. Its historic buildings reflect the importance of the Silk Road in Azerbaijan.",Historical spots|Cultural spots,Historic City,"Architecture, Culture",Drivable,41.192,47.17,545,0,Yes,Apr–Oct,images/AZ-SHEKI-DISTRICT-001,,,
AZ-SHEKI-DISTRICT-002,Palace of Sheki Khans,Azerbaijan,AZ,Sheki District,,Sheki,"This 18th-century palace is famous for colourful stained glass windows, detailed paintings, and traditional Azerbaijani craftsmanship. It is one of the country’s finest architectural treasures.",Historical spots,Monument,Palace,Walkable,41.204,47.191,550,0,Yes,Apr–Oct,images/AZ-SHEKI-DISTRICT-002,,,
AZ-SHAMAKHI-DISTRICT-001,Yeddi Gumbaz Mausoleum,Azerbaijan,AZ,Shamakhi District,,Shamakhi,The Yeddi Gumbaz Mausoleum is a historic burial complex connected with the Shirvan region. It showcases traditional Islamic architecture and stone craftsmanship.,Historical spots,Monument,Historic Tomb,Drivable,40.633,48.633,750,0,No,Apr–Oct,images/AZ-SHAMAKHI-DISTRICT-001,,,
AZ-LANKARAN-DISTRICT-001,Hirkan National Park,Azerbaijan,AZ,Lankaran District,,Lankaran,Hirkan National Park protects ancient subtropical forests with rare plant and animal species. It is one of Azerbaijan’s most important biodiversity areas.,Wildlife spots|Natural spots,National Park,"Forest, Wildlife",Drivable,38.667,48.833,500,0,Yes,Apr–Oct,images/AZ-LANKARAN-DISTRICT-001,,,
AZ-LANKARAN-DISTRICT-002,Caspian Sea Coast,Azerbaijan,AZ,Lankaran District,,Lankaran,"Azerbaijan’s Caspian coastline offers beaches, resorts, and seaside recreation. Popular coastal areas provide opportunities for swimming and relaxation.",Beach spots,Sea,"Beach, Coastal Landscape",Drivable,38.75,48.867,0,0,No,Jun–Sep,images/AZ-LANKARAN-DISTRICT-002,,,
AZ-NAKHCHIVAN-AUTONOMOUS-RE-001,Alinja Castle,Azerbaijan,AZ,Nakhchivan Autonomous Republic,,Nakhchivan,Alinja Castle sits dramatically on a mountain peak and is often compared to the “Machu Picchu of Azerbaijan.” Its ruins provide stunning views over the surrounding landscape.,Historical spots|Natural spots,Monument,"Fortress, Mountain",Drivable,39.583,45.867,1200,0,No,May–Oct,images/AZ-NAKHCHIVAN-AUTONOMOUS-RE-001,,,
AZ-NAKHCHIVAN-AUTONOMOUS-RE-002,Duzdag Salt Cave,Azerbaijan,AZ,Nakhchivan Autonomous Republic,,Nakhchivan,Duzdag Salt Cave is famous for salt therapy and underground chambers. It combines natural formations with wellness tourism experiences.,Natural spots,Cave,"Health Tourism, Natural Site",Drivable,39.2,45.417,900,0,No,Year-round,images/AZ-NAKHCHIVAN-AUTONOMOUS-RE-002,,,
